Symbol,Name,Market Cap,Country,Sector,Industry
DYN,Dyne Therapeutics Inc. Common Stock,572321035.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
DYNT,Dynatronics Corporation Common Stock,10009073.00,United States,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,341335799.00,United States,Utilities,Telecommunications Equipment
E,ENI S.p.A. Common Stock,42158501987.00,Italy,Energy,Oil & Gas Production
EA,Electronic Arts Inc. Common Stock,35005439278.00,United States,Consumer Discretionary,Recreational Games/Products/Toys
EAC,Edify Acquisition Corp. Class A Common Stock,340860000.00,United States,Industrials,Consumer Electronics/Appliances
EAD,Allspring Income Opportunities Fund Common Shares,411481027.00,United States,Finance,Finance/Investors Services
EAF,GrafTech International Ltd. Common Stock,1485878657.00,United States,Consumer Discretionary,Metal Fabrications
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,0.00,United States,,
EAR,Eargo Inc. Common Stock,69271062.00,United States,Health Care,Industrial Specialties
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,102519621.00,United States,Real Estate,Real Estate Investment Trusts
EAST,Eastside Distilling Inc. Common Stock,6725763.00,United States,Consumer Staples,Beverages (Production/Distribution)
EAT,Brinker International Inc. Common Stock,1130661763.00,United States,Consumer Discretionary,Restaurants
EB,Eventbrite Inc. Class A Common Stock,678908234.00,United States,Technology,EDP Services
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,163657788.00,Netherlands,Finance,Business Services
EBACU,European Biotech Acquisition Corp. Units,0.00,Netherlands,Finance,Business Services
EBACW,European Biotech Acquisition Corp. Warrant,0.00,Netherlands,Finance,Business Services
EBAY,eBay Inc. Common Stock,24694636575.00,United States,Consumer Discretionary,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc. Common Stock,3520146730.00,United States,Finance,Major Banks
EBET,EBET INC. Common Stock,31132529.00,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
EBF,Ennis Inc. Common Stock,532592167.00,United States,Consumer Discretionary,Office Equipment/Supplies/Services
EBIX,Ebix Inc. Common Stock,762730735.00,United States,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,156811468.00,United States,Finance,Savings Institutions
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,89191136.00,China,Technology,Semiconductors
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),20688037715.00,,Utilities,Electric Utilities: Central
EBS,Emergent Biosolutions Inc. Common Stock,1156105788.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EBTC,Enterprise Bancorp Inc Common Stock,382863198.00,United States,Finance,Major Banks
EC,Ecopetrol S.A. American Depositary Shares,21277889497.00,Colombia,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,1495673663.00,,Finance,Trusts Except Educational Religious and Charitable
ECBK,ECB Bancorp Inc. Common Stock,,United States,Finance,Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,462157965.00,United States,Finance,Trusts Except Educational Religious and Charitable
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,,United States,,
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,0.00,United States,Finance,Trusts Except Educational Religious and Charitable
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,0.00,United States,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,0.00,United States,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,0.00,United States,Finance,Trusts Except Educational Religious and Charitable
ECF,Ellsworth Growth and Income Fund Ltd.,127434048.00,United States,Finance,Finance/Investors Services
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,United States,,
ECL,Ecolab Inc. Common Stock,46173301194.00,United States,Consumer Discretionary,Package Goods/Cosmetics
ECOM          ,ChannelAdvisor Corporation Common Stock,447994701.00,United States,Technology,Computer Software: Prepackaged Software
ECOR,electroCore Inc. Common Stock,36120663.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,1297153594.00,United States,,
ECVT,Ecovyst Inc. Common Stock,1248272469.00,United States,Industrials,Major Chemicals
ED,Consolidated Edison Inc. Common Stock,34890965494.00,United States,Utilities,Power Generation
EDAP,EDAP TMS S.A. American Depositary Shares,282454188.00,France,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,6908374.00,United States,Industrials,Agricultural Chemicals
EDBLW,Edible Garden AG Incorporated Warrant,0.00,United States,Industrials,Agricultural Chemicals
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,291005126.00,United States,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,72838634.00,United States,Finance,Investment Managers
EDI,Virtus Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interest,48117310.00,United States,Finance,Finance Companies
EDIT,Editas Medicine Inc. Common Stock,1017947750.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,288855824.00,Argentina,Utilities,Electric Utilities: Central
EDNC,Endurance Acquisition Corp. Class A Ordinary Shares,248750000.00,United States,,
EDNCU,Endurance Acquisition Corp. Unit,0.00,United States,,
EDNCW,Endurance Acquisition Corp. Warrant,0.00,United States,,
EDR,Endeavor Group Holdings Inc. Class A Common Stock,6472798708.00,,Consumer Discretionary,Movies/Entertainment
EDRY,EuroDry Ltd. Common Shares ,31826940.00,Greece,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,27213625.00,United States,,
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,14900000.00,China,Real Estate,Other Consumer Services
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,146337500.00,United Kingdom,Industrials,Consumer Electronics/Appliances
EDTXW,EdtechX Holdings Acquisition Corp. II Warrant,0.00,United Kingdom,Industrials,Consumer Electronics/Appliances
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),4586899585.00,China,Consumer Discretionary,Other Consumer Services
EDUC,Educational Development Corporation Common Stock,26879409.00,United States,Consumer Discretionary,Books
EE,Excelerate Energy Inc. Class A Common Stock,716738759.00,,Utilities,Power Generation
EEA,The European Equity Fund Inc. Common Stock,48416834.00,United States,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,4394354791.00,United States,Technology,EDP Services
EEIQ,EpicQuest Education Group International Limited Common Stock,16567970.00,United States,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,246157999.00,United States,Consumer Discretionary,Advertising
EFC,Ellington Financial Inc. Common Stock ,849650376.00,United States,Real Estate,Real Estate Investment Trusts
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,203088549.00,United States,Finance,Trusts Except Educational Religious and Charitable
EFOI,Energy Focus Inc. Common Stock,5421707.00,United States,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,346254535.00,United States,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,1700461136.00,United States,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,0.00,United States,Finance,Major Banks
EFSH,1847 Holdings LLC Common Shares,,,Consumer Discretionary,Professional Services
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,349084980.00,United States,Finance,Finance Companies
EFTR,eFFECTOR Therapeutics Inc. Common Stock,20391519.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EFTRW,eFFECTOR Therapeutics Inc. Warrant,0.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EFX,Equifax Inc. Common Stock,22950041063.00,United States,Consumer Discretionary,Business Services
EGAN,eGain Corporation Common Stock,276204431.00,United States,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,1539899568.00,United States,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,42086042.00,United States,Finance,Trusts Except Educational Religious and Charitable
EGGF,EG Acquisition Corp. Class A Common Stock,275343750.00,,Industrials,Consumer Electronics/Appliances
EGHT,8x8 Inc Common Stock,552880891.00,United States,Technology,EDP Services
EGIO,Edgio Inc. Common Stock,770901426.00,United States,Technology,Interactive Media
EGLE,Eagle Bulk Shipping Inc. Common Stock,595915269.00,United States,Consumer Discretionary,Marine Transportation
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,190422775.00,Canada,Miscellaneous,Other Pharmaceuticals
EGO,Eldorado Gold Corporation Ordinary Shares,1036107949.00,Canada,,
EGP,EastGroup Properties Inc. Common Stock,7129007805.00,United States,Real Estate,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc. Common Stock,426038382.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EGY,VAALCO Energy Inc.  Common Stock,282391228.00,United States,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,352673890.00,China,Consumer Discretionary,Air Freight/Delivery Services
EHAB,Enhabit Inc. Common Stock,768933481.00,,Health Care,Hospital/Nursing Management
EHC,Encompass Health Corporation Common Stock,4830159699.00,United States,Health Care,Medical Specialities
EHI,Western Asset Global High Income Fund Inc Common Stock,164328430.00,United States,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,151625688.00,United States,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,0.00,,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,0.00,,Finance,Finance/Investors Services
EIG,Employers Holdings Inc Common Stock,1084295190.00,United States,Finance,Property-Casualty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,369497877.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,756227964.00,United States,Finance,Finance/Investors Services
EIX,Edison International Common Stock,25906369466.00,United States,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,8824608.00,China,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,29927687.00,United States,Health Care,Medical/Dental Instruments
EL,Estee Lauder Companies Inc. (The) Common Stock,88736456704.00,United States,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,184701254.00,United States,Consumer Discretionary,Consumer Specialties
ELAN,Elanco Animal Health Incorporated Common Stock,7286857533.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,0.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,100899299.00,Canada,,
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,0.00,United States,,
ELDN,Eledon Pharmaceuticals Inc. Common Stock,52000659.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,25346823.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELF,e.l.f. Beauty Inc. Common Stock,2008898486.00,United States,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),345003571.00,Israel,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,78745574.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,30623202.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),18417006738.00,Brazil,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,13016039074.00,United States,Real Estate,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,19082828.00,United States,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,16864032.00,Israel,Technology,Electrical Products
ELV,Elevance Health Inc. Common Stock,115677934501.00,United States,Health Care,Medical Specialities
ELVT,Elevate Credit Inc. Common Stock,44196972.00,United States,Finance,Finance Companies
ELY,Callaway Golf Company Common Stock,4054067323.00,United States,Consumer Discretionary,Recreational Games/Products/Toys
ELYM,Eliem Therapeutics Inc Common Stock,79703043.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
